movie_title,gross,budget,genres,title_year,duration,profit,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,profit_norm
Robots ,128200012.0,75000000.0,Adventure|Animation|Comedy|Family|Sci-Fi,2005.0,91.0,53200012.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9630750525062922
Bedtime Stories ,109993847.0,80000000.0,Comedy|Family|Fantasy|Romance,2008.0,99.0,29993847.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.9612530754854132
Road to Perdition ,104054514.0,80000000.0,Crime|Drama|Thriller,2002.0,117.0,24054514.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.96078676283766
Just Go with It ,103028109.0,80000000.0,Comedy|Romance,2011.0,117.0,23028109.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9607061770827919
Eagle Eye ,101111837.0,80000000.0,Action|Mystery|Thriller,2008.0,118.0,21111837.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.960555725530381
Cold Mountain ,95632614.0,79000000.0,Adventure|Drama|History|Romance|War,2003.0,154.0,16632614.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.9602040499572136
The Book of Eli ,94822707.0,80000000.0,Action|Adventure|Drama|Thriller,2010.0,118.0,14822707.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9600619494005759
The Pink Panther ,82226474.0,65000000.0,Adventure|Comedy|Crime|Family|Mystery,2006.0,93.0,17226474.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.9602506754670133
The Day the Earth Stood Still ,79363785.0,80000000.0,Drama|Sci-Fi|Thriller,2008.0,104.0,-636215.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9588482287943679
Fury ,85707116.0,68000000.0,Action|Drama|War,2014.0,134.0,17707116.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9602884119339938
Yogi Bear ,100169068.0,80000000.0,Adventure|Animation|Comedy|Family,2010.0,80.0,20169068.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9604817062577439
Spirit: Stallion of the Cimarron ,73215310.0,80000000.0,Adventure|Animation|Family|Western,2002.0,83.0,-6784690.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9583654958583809
Zookeeper ,80360866.0,80000000.0,Comedy|Family|Romance,2011.0,102.0,360866.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.958926512244906
The Manchurian Candidate ,65948711.0,80000000.0,Drama|Mystery|Sci-Fi|Thriller,2004.0,129.0,-14051289.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.9577949760677157
Hotel Transylvania 2 ,169692572.0,80000000.0,Animation|Comedy|Family|Fantasy,2015.0,89.0,89692572.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.965940179327249
The Time Machine ,56684819.0,80000000.0,Action|Adventure|Sci-Fi,2002.0,96.0,-23315181.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9570676435529333
Swordfish ,69772969.0,80000000.0,Action|Crime|Thriller,2001.0,99.0,-10227031.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9580952286168944
The Legend of Zorro ,45356386.0,75000000.0,Action|Adventure|Western,2005.0,129.0,-29643614.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9565707816412744
Little Nicky ,39442871.0,80000000.0,Comedy|Fantasy,2000.0,90.0,-40557129.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.955713932888065
The Brothers Grimm ,37899638.0,88000000.0,Action|Adventure|Comedy|Fantasy|Thriller,2005.0,118.0,-50100362.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9549646685770127
Surrogates ,38542418.0,80000000.0,Action|Sci-Fi|Thriller,2009.0,89.0,-41457582.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9556432359558326
Thirteen Days ,34566746.0,80000000.0,Drama|History|Thriller,2000.0,145.0,-45433254.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9553310954954612
Walking with Dinosaurs 3D ,36073232.0,80000000.0,Adventure|Animation|Family,2013.0,87.0,-43926768.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9554493736717251
Battlefield Earth ,21471685.0,44000000.0,Action|Adventure|Sci-Fi,2000.0,119.0,-22528315.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9571294224711867
Looney Tunes: Back in Action ,20950820.0,80000000.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,2003.0,91.0,-59049180.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.9542620733502689
Nine ,19673424.0,80000000.0,Drama|Musical|Romance,2009.0,118.0,-60326576.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9541617816321603
Timeline ,19480739.0,80000000.0,Action|Adventure|Sci-Fi,2003.0,116.0,-60519261.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9541466534262603
The Last Witch Hunter ,27356090.0,90000000.0,Action|Adventure|Fantasy,2015.0,106.0,-62643910.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9539798416477767
Red Planet ,17473245.0,70000000.0,Action|Sci-Fi|Thriller,2000.0,106.0,-52526755.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9547741660838337
Arthur and the Invisibles ,15131330.0,86000000.0,Adventure|Animation|Family|Fantasy,2006.0,94.0,-70868670.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9533340941180903
Oceans ,19406406.0,40000000.0,Documentary|Drama,2009.0,104.0,-20593594.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9572813225030883
A Sound of Thunder ,1891821.0,52000000.0,Action|Adventure|Horror|Sci-Fi|Thriller,2005.0,102.0,-50108179.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9549640548437925
Pompeii ,23219748.0,80000000.0,Action|Adventure|Drama|History|Romance,2014.0,105.0,-56780252.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.9544402128523378
A Beautiful Mind ,170708996.0,58000000.0,Biography|Drama,2001.0,135.0,112708996.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9677472592834075
Journey 2: The Mysterious Island ,103812241.0,79000000.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,2012.0,94.0,24812241.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.9608462539764198
Cloudy with a Chance of Meatballs 2 ,119793567.0,78000000.0,Animation|Comedy|Family|Fantasy|Sci-Fi,2013.0,95.0,41793567.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.9621795025229184
Red Dragon ,92930005.0,78000000.0,Crime|Drama|Thriller,2002.0,124.0,14930005.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9600703736486318
Hidalgo ,67286731.0,100000000.0,Action|Adventure|Western,2004.0,136.0,-32713269.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9563297749574028
Jack and Jill ,74158157.0,79000000.0,Comedy,2011.0,91.0,-4841843.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585180338839049
2 Fast 2 Furious ,127083765.0,76000000.0,Action|Crime|Thriller,2003.0,107.0,51083765.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9629089003909166
The Little Prince ,1339152.0,81200000.0,Adventure|Animation|Drama|Family|Fantasy,2015.0,108.0,-79860848.0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9526280945837573
The Invasion ,15071514.0,80000000.0,Sci-Fi|Thriller,2007.0,99.0,-64928486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9538004735800907
The Adventures of Rocky & Bullwinkle ,26000610.0,76000000.0,Adventure|Animation|Comedy|Family|Fantasy,2000.0,92.0,-49999390.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9549725961541782
The Secret Life of Pets ,323505540.0,75000000.0,Animation|Comedy|Family,2016.0,87.0,248505540.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.978409002948627
The League of Extraordinary Gentlemen ,66462600.0,78000000.0,Action|Adventure|Fantasy|Sci-Fi,2003.0,110.0,-11537400.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9579923481018731
Despicable Me 2 ,368049635.0,76000000.0,Animation|Comedy|Family|Sci-Fi,2013.0,98.0,292049635.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9818277643202269
Madagascar ,193136719.0,75000000.0,Adventure|Animation|Comedy|Family,2005.0,86.0,118136719.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9681734040850883
Children of Men ,35286428.0,76000000.0,Drama|Sci-Fi|Thriller,2006.0,109.0,-40713572.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9557016501368618
X-Men ,157299717.0,75000000.0,Action|Adventure|Sci-Fi,2000.0,104.0,82299717.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9653597468461091
Wanted ,134568845.0,75000000.0,Action|Crime|Fantasy|Thriller,2008.0,110.0,59568845.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9635750863281587
Ice Age: The Meltdown ,195329763.0,80000000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,2006.0,115.0,115329763.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9679530225903167
50 First Dates ,120776832.0,75000000.0,Comedy|Romance,2004.0,99.0,45776832.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9624922391296808
Hairspray ,118823091.0,75000000.0,Comedy|Drama|Family|Music|Musical|Romance,2007.0,117.0,43823091.0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.9623388457875777
Exorcist: The Beginning ,41814863.0,50000000.0,Horror|Mystery|Thriller,2004.0,125.0,-8185137.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9582555430827733
Now You See Me ,117698894.0,75000000.0,Crime|Mystery|Thriller,2013.0,125.0,42698894.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9622505821257041
Grown Ups ,162001186.0,80000000.0,Comedy,2010.0,102.0,82001186.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9653363083924904
The Terminal ,77032279.0,60000000.0,Comedy|Drama,2004.0,128.0,17032279.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9602354287070437
Hotel for Dogs ,73023275.0,35000000.0,Comedy|Family,2009.0,100.0,38023275.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9618834869862709
Vertical Limit ,68473360.0,75000000.0,Action|Adventure|Drama|Thriller,2000.0,124.0,-6526640.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.958385756042269
Charlie Wilson's War ,66636385.0,75000000.0,Biography|Comedy|Drama|History,2007.0,102.0,-8363615.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9582415303057921
Shark Tale ,160762022.0,75000000.0,Adventure|Animation|Comedy|Family,2004.0,90.0,85762022.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.965631581513719
Dreamgirls ,103338338.0,70000000.0,Drama|Music|Musical,2006.0,130.0,33338338.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.9615156602661615
Be Cool ,55808744.0,53000000.0,Comedy|Crime|Music,2005.0,118.0,2808744.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9591187015819168
Munich ,47379090.0,70000000.0,Drama|History|Thriller,2005.0,163.0,-22620910.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9571221525943135
Tears of the Sun ,43426961.0,70000000.0,Action|Drama|Thriller|War,2003.0,142.0,-26573039.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9568118605567645
Killers ,47000485.0,75000000.0,Action|Comedy|Romance|Thriller,2010.0,100.0,-27999515.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9566998641759392
The Man from U.N.C.L.E. ,45434443.0,75000000.0,Action|Adventure|Comedy,2015.0,116.0,-29565557.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9565769101015485
Spanglish ,42044321.0,80000000.0,Comedy|Drama|Romance,2004.0,131.0,-37955679.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9559181795665217
Monster House ,73661010.0,75000000.0,Animation|Comedy|Family|Fantasy|Mystery,2006.0,91.0,-1338990.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.9587930520815915
Bandits ,41523271.0,80000000.0,Comedy|Crime|Drama|Romance,2001.0,123.0,-38476729.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9558772705612324
Immortals ,83503161.0,75000000.0,Action|Drama|Fantasy|Romance,2011.0,110.0,8503161.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.95956578523065
Hostage ,34636443.0,52000000.0,Action|Crime|Drama|Mystery|Thriller,2005.0,113.0,-17363557.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9575349211994084
Titan A.E. ,22751979.0,75000000.0,Action|Adventure|Animation|Family|Sci-Fi,2000.0,94.0,-52248021.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.954796050222938
Hollywood Homicide ,30013346.0,75000000.0,Action|Comedy|Crime|Thriller,2003.0,116.0,-44986654.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9553661592355288
Monkeybone ,5409517.0,75000000.0,Animation|Comedy|Fantasy,2001.0,93.0,-69590483.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9534344479396885
Flight of the Phoenix ,21009180.0,45000000.0,Action|Adventure|Drama|Thriller,2004.0,113.0,-23990820.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9570145973588547
Unbreakable ,94999143.0,75000000.0,Drama|Mystery|Sci-Fi|Thriller,2000.0,106.0,19999143.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.9604683649992778
Minions ,336029560.0,74000000.0,Action|Animation|Comedy|Family|Sci-Fi,2015.0,91.0,262029560.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9794708093121476
Sucker Punch ,36381716.0,82000000.0,Action|Fantasy,2011.0,128.0,-45618284.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9553165683037356
The Angry Birds Movie ,107225164.0,73000000.0,Action|Animation|Comedy|Family,2016.0,97.0,34225164.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9615852873068
Fool's Gold ,70224196.0,70000000.0,Action|Adventure|Comedy|Romance|Thriller,2008.0,112.0,224196.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9589157819239139
Funny People ,51814190.0,75000000.0,Comedy|Drama,2009.0,153.0,-23185810.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957077800810247
The Kingdom ,47456450.0,70000000.0,Action|Drama|Thriller,2007.0,110.0,-22543550.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9571282263312855
Talladega Nights: The Ballad of Ricky Bobby ,148213377.0,73000000.0,Action|Comedy|Sport,2006.0,122.0,75213377.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9648033796634171
Dr. Dolittle 2 ,112950721.0,72000000.0,Comedy|Family|Fantasy,2001.0,87.0,40950721.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9621133284676989
Jarhead ,62647540.0,70000000.0,Action|Drama|War,2005.0,125.0,-7352460.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9583209187430693
The Simpsons Movie ,183132370.0,75000000.0,Adventure|Animation|Comedy,2007.0,87.0,108132370.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9673879363446471
The Majestic ,27796042.0,72000000.0,Drama|Romance,2001.0,152.0,-44203958.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9554276107561198
Driven ,32616869.0,72000000.0,Action|Drama|Sport,2001.0,116.0,-39383131.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9558061065573705
Two Brothers ,18947630.0,59660000.0,Adventure|Drama|Family,2004.0,109.0,-40712370.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9557017445090418
The Village ,114195633.0,60000000.0,Drama|Mystery|Romance|Thriller,2004.0,108.0,54195633.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.963153221328392
Signs ,227965690.0,72000000.0,Drama|Sci-Fi|Thriller,2002.0,106.0,155965690.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9711434560469484
Shrek 2 ,436471036.0,150000000.0,Adventure|Animation|Comedy|Family|Fantasy|Romance,2004.0,93.0,286471036.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.9813897738471479
Cars ,244052771.0,120000000.0,Adventure|Animation|Comedy|Family|Sport,2006.0,117.0,124052771.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9686378888803281
xXx ,141204016.0,70000000.0,Action|Adventure|Thriller,2002.0,132.0,71204016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9644885941910908
The SpongeBob Movie: Sponge Out of Water ,162495848.0,74000000.0,Adventure|Animation|Comedy|Family|Fantasy,2015.0,92.0,88495848.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9658462213799391
Inglourious Basterds ,120523073.0,75000000.0,Adventure|Drama|War,2009.0,153.0,45523073.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9624723158434834
Hercules ,72660029.0,100000000.0,Action|Adventure,2014.0,101.0,-27339971.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9567516467092556
S.W.A.T. ,116643346.0,80000000.0,Action|Adventure|Crime|Thriller,2003.0,117.0,36643346.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9617751451327831
Vanilla Sky ,100614858.0,68000000.0,Fantasy|Mystery|Romance|Sci-Fi|Thriller,2001.0,141.0,32614858.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0.9614588579494037
Lady in the Water ,42272747.0,70000000.0,Drama|Fantasy|Mystery|Thriller,2006.0,110.0,-27727253.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9567212401813092
AVP: Alien vs. Predator ,80281096.0,60000000.0,Action|Horror|Sci-Fi|Thriller,2004.0,109.0,20281096.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9604905018705345
Alvin and the Chipmunks: The Squeakquel ,219613391.0,75000000.0,Animation|Comedy|Family|Fantasy|Music,2009.0,88.0,144613391.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.9702521572083791
We Were Soldiers ,78120196.0,75000000.0,Action|Drama|History|War,2002.0,124.0,3120196.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9591431544972135
Olympus Has Fallen ,98895417.0,70000000.0,Action|Thriller,2013.0,119.0,28895417.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9611668348584486
Battle Los Angeles ,83552429.0,70000000.0,Action|Sci-Fi,2011.0,116.0,13552429.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9599622165353597
Big Fish ,66257002.0,70000000.0,Adventure|Drama|Fantasy,2003.0,125.0,-3742998.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9586043070936104
War Horse ,79883359.0,66000000.0,Drama|War,2011.0,146.0,13883359.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9599881987196421
The Monuments Men ,78031620.0,70000000.0,Drama|War,2014.0,118.0,8031620.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959528763307105
Wall Street: Money Never Sleeps ,52474616.0,70000000.0,Drama,2010.0,136.0,-17525384.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9575222157362111
Dracula Untold ,55942830.0,70000000.0,Action|Drama|Fantasy|Horror|War,2014.0,92.0,-14057170.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9577945143349451
Stardust ,38345403.0,70000000.0,Adventure|Family|Fantasy|Romance,2007.0,127.0,-31654597.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.9564128940792676
The Dilemma ,48430355.0,70000000.0,Comedy|Drama,2011.0,111.0,-21569645.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957204690173136
Bad Company ,30157016.0,70000000.0,Action|Adventure|Comedy|Thriller,2002.0,116.0,-39842984.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9557700022894322
Doom ,28031250.0,60000000.0,Action|Adventure|Horror|Sci-Fi,2005.0,113.0,-31968750.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9563882291013601
I Spy ,33105600.0,70000000.0,Action|Adventure|Comedy|Thriller,2002.0,97.0,-36894400.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.95600150337081
Underworld: Awakening ,62321039.0,70000000.0,Action|Fantasy|Horror,2012.0,88.0,-7678961.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9582952842912202
Rock of Ages ,38509342.0,75000000.0,Comedy|Drama|Musical|Romance,2012.0,136.0,-36490658.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.956033202216628
Hart's War ,19076815.0,60000000.0,Drama|War,2002.0,125.0,-40923185.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9556851928691799
Killer Elite ,25093607.0,35000000.0,Action|Crime|Thriller,2011.0,116.0,-9906393.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9581204027492003
Rollerball ,18990542.0,70000000.0,Action|Sci-Fi|Sport,2002.0,98.0,-51009458.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9548932930601286
Ballistic: Ecks vs. Sever ,14294842.0,70000000.0,Action|Crime|Sci-Fi|Thriller,2002.0,91.0,-55705158.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.9545246213085944
Osmosis Jones ,13596911.0,70000000.0,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,2001.0,95.0,-56403089.0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9544698249109923
Legends of Oz: Dorothy's Return ,8460990.0,70000000.0,Adventure|Animation|Family|Fantasy|Musical,2013.0,88.0,-61539010.0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.9540665902514504
Blackhat ,7097125.0,70000000.0,Action|Crime|Drama|Mystery|Thriller,2015.0,133.0,-62902875.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9539595096248331
Sky Captain and the World of Tomorrow ,37760080.0,70000000.0,Action|Adventure|Mystery|Sci-Fi|Thriller,2004.0,106.0,-32239920.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.9563669388317808
Basic Instinct 2 ,5851188.0,70000000.0,Crime|Mystery|Thriller,2006.0,116.0,-64148812.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9538616878355172
Escape Plan ,25121291.0,50000000.0,Action|Crime|Mystery|Sci-Fi|Thriller,2013.0,115.0,-24878709.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.9569448868592917
The Legend of Hercules ,18821279.0,70000000.0,Action|Adventure|Fantasy,2014.0,99.0,-51178721.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9548800037770228
The Sum of All Fears ,118471320.0,68000000.0,Action|Drama|Thriller,2002.0,124.0,50471320.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9628608157239088
The Twilight Saga: Eclipse ,300523113.0,68000000.0,Adventure|Drama|Fantasy|Romance,2010.0,124.0,232523113.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9771541805886258
The Score ,71069884.0,68000000.0,Crime|Drama|Thriller,2001.0,124.0,3069884.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9591392043698282
Despicable Me ,251501645.0,69000000.0,Animation|Comedy|Family,2010.0,87.0,182501645.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9732268636344183
